Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a
SZPQ4;6,64;-7,85;2,20;0,855;0,00%;0,744;2,62;-20,31;-3,17;-22,77;-22,77;-4,21%;-10,89%;2,97;-3,77%;-28,00%;0,00;684.467.000,00;0,30;-11,71%
NORD3;10,00;-7,84;-0,40;25,793;0,00%;3,421;-0,39;-215,67;-0,36;-339,22;-339,22;-11,96%;-328,91%;0,01;-1,61%;5,13%;25.434,00;-164.681.000,00;-0,23;11,37%
DMFN3;12,50;-7,79;1,14;0,000;0,04%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-14,68%;0,00;675.904.000,00;0,00;9,15%
MEDI3;11,55;-7,52;1,89;0,374;0,00%;0,824;-10,02;-9,11;-3,31;-6,61;-6,61;-4,11%;-4,98%;0,79;-12,30%;-25,13%;0,00;426.164.000,00;0,02;13,02%
SCLO4;0,41;-7,28;-3,00;0,000;0,00%;6,962;-2,81;-4,67;-2,63;-4,85;-4,85;0,00%;0,00%;0,21;-191,75%;41,14%;0,00;-131.355,00;-0,21;-66,45%
CRPG6;27,40;-7,24;1,40;1,448;1,02%;0,947;1,59;-11,07;2,23;-9,37;-15,30;-13,09%;-20,00%;4,92;-10,82%;-19,37%;34.303,00;566.897.000,00;0,01;-2,08%
CRPG5;27,10;-7,16;1,39;1,432;1,07%;0,936;1,57;-10,95;2,21;-9,25;-15,11;-13,09%;-20,00%;4,92;-10,82%;-19,37%;61.672,50;566.897.000,00;0,01;-2,08%
LIGT3;7,01;-7,05;0,97;0,184;0,00%;0,108;-0,29;1,55;-0,17;6,95;4,68;11,90%;-2,61%;0,40;8,52%;-13,78%;10.698.900,00;2.688.190.000,00;4,43;1,23%
ALLL4;3,32;-6,87;0,43;0,492;0,00%;0,125;0,97;1,32;-0,27;3,81;1,86;37,22%;-7,12%;2,12;11,59%;-6,26%;0,00;14.309.300.000,00;1,37;15,77%
ALLL11;16,50;-6,83;0,43;0,489;0,00%;0,124;0,97;1,31;-0,27;3,80;1,86;37,22%;-7,12%;2,12;11,59%;-6,26%;0,00;14.309.300.000,00;1,37;15,77%
TCNO3;1,20;-6,81;-8,40;0,000;0,00%;0,034;-0,08;-2,87;-0,04;-15,11;-17,45;0,00%;0,00%;0,28;-1,59%;123,36%;0,00;-946.000,00;-35,76;-32,39%
ZAMP3;2,35;-6,64;0,52;0,156;0,00%;0,149;20,50;7,15;-0,34;16,89;2,81;2,18%;-2,34%;1,03;2,71%;-7,79%;2.517.990,00;1.250.910.000,00;1,25;16,03%
QUAL3;1,90;-6,53;0,41;0,325;0,00%;0,125;4,01;1,20;-0,38;3,71;1,83;27,14%;-4,61%;1,09;14,28%;-6,33%;7.913.330,00;1.305.550.000,00;1,48;-5,00%
GFSA3;2,32;-5,88;0,14;0,281;0,00%;0,054;0,22;-1,19;2,66;-7,60;-8,16;-23,59%;-4,79%;1,64;-4,81%;-2,37%;10.181.100,00;1.931.550.000,00;0,87;22,56%
EPAR4;3,30;-5,63;0,64;0,670;0,00%;0,502;2,30;-2,88;7,00;-2,57;7,72;-23,29%;-11,91%;4,25;-18,50%;-11,34%;0,00;76.840.000,00;0,00;-26,73%
BLUT3;5,14;-5,63;0,46;0,000;0,00%;0,138;-0,76;-42,93;-0,20;-53,97;-53,97;0,00%;0,00%;0,00;-0,33%;-8,24%;3.091,81;56.569.000,00;0,12;0,00%
BUET3;24,99;-5,46;-0,97;1,961;0,00%;0,572;-0,67;-13,13;-0,39;-22,60;-36,32;-14,93%;-35,93%;0,11;-5,95%;17,79%;0,00;-124.674.000,00;-0,70;4,55%
MEAL3;1,37;-5,20;0,37;0,181;0,00%;0,146;-58,04;-3,12;-0,34;-5,80;5,61;-5,80%;-3,48%;0,99;-5,43%;-7,14%;963.161,00;1.056.910.000,00;0,50;15,23%
TLCP3;48,00;-5,02;1,76;0,824;0,00%;0,533;-2,76;-26,61;-1,33;-43,86;-43,86;-3,10%;-16,40%;0,61;-2,52%;-35,04%;0,00;262.979.000,00;1,21;9,09%
ENJU3;1,38;-4,96;0,87;1,143;0,00%;0,641;1,61;-3,95;2,02;-1,02;-1,81;-28,96%;-23,05%;3,17;-35,18%;-17,58%;1.741.600,00;324.577.000,00;0,00;41,62%
LFFE4;3,89;-4,91;4,08;0,000;0,00%;3,599;0,00;-26,50;0,00;-23,11;10,90;0,00%;0,00%;0,00;0,00%;-83,10%;0,00;51.892.000,00;0,00;0,00%
CGOS3;26,20;-4,85;1,89;0,509;0,00%;0,167;-0,83;-256,60;-0,25;-570,29;-570,29;-0,20%;-10,48%;0,54;-0,08%;-39,02%;0,00;453.387.000,00;2,48;8,97%
TCNO4;0,85;-4,82;-5,95;0,000;0,00%;0,024;-0,06;-2,04;-0,03;-14,27;-16,48;0,00%;0,00%;0,28;-1,59%;123,36%;0,00;-946.000,00;-35,76;-32,39%
TELB3;15,20;-4,58;1,02;3,308;0,00%;0,329;0,97;-3,84;-1,31;-0,41;-1,80;-86,10%;-72,18%;4,88;-13,38%;-22,24%;20.940,70;1.288.020.000,00;0,06;13,99%
COGN3;1,25;-4,54;0,20;0,388;0,00%;0,098;1,17;1,91;-0,33;6,80;4,41;20,30%;-8,73%;1,94;5,60%;-4,44%;56.712.200,00;11.640.700.000,00;0,60;0,63%
MATD3;4,40;-4,49;1,08;0,739;1,70%;0,341;1,33;4,06;-1,36;6,75;5,37;18,19%;-15,32%;2,49;9,26%;-24,14%;3.095.040,00;1.551.980.000,00;0,93;32,07%
CVCB3;1,84;-4,43;1,71;0,629;0,00%;0,248;-5,85;5,44;-0,86;7,55;3,36;11,55%;-14,21%;0,93;6,05%;-38,74%;43.451.600,00;564.120.000,00;1,25;15,63%
PRML3;11,52;-4,41;1,98;18,612;0,00%;0,581;23,00;-30,33;-0,93;-63,15;1.640,31;-61,36%;-424,99%;2,02;-1,96%;-44,84%;0,00;2.192.720.000,00;2,18;32,85%
ADHM3;1,56;-4,09;-1,29;770,924;0,00%;105,126;-1,43;-5,69;-1,27;-5,69;-5,81;-13.548,50%;-18.860,60%;0,00;521,70%;31,47%;2.064,00;-19.776.000,00;0,00;43,48%
MOVI3;6,30;-4,05;0,91;0,196;0,00%;0,082;-6,87;1,31;-0,12;9,45;3,96;15,05%;-4,85%;0,95;8,60%;-22,49%;30.324.100,00;2.503.190.000,00;7,16;35,33%
BUET4;18,49;-4,04;-0,72;1,451;0,00%;0,423;-0,50;-9,72;-0,29;-19,18;-30,83;-14,93%;-35,93%;0,11;-5,95%;17,79%;0,00;-124.674.000,00;-0,70;4,55%
PMET5;0,65;-3,95;-0,16;4,518;0,00%;30,248;-0,22;89,99;-0,16;503,88;503,88;5,02%;-114,49%;0,01;38,97%;4,10%;0,00;-290.863.000,00;-0,74;37,74%
LFFE3;3,11;-3,92;3,26;0,000;0,00%;2,877;0,00;-21,18;0,00;-17,80;8,39;0,00%;0,00%;0,00;0,00%;-83,10%;0,00;51.892.000,00;0,00;0,00%
MGEL4;11,15;-3,79;4,11;0,071;0,00%;0,087;0,42;1,03;-0,17;9,96;7,45;6,93%;-1,88%;1,75;9,84%;-108,43%;35.986,60;15.700.000,00;40,04;15,33%
FBMC3;80,00;-3,78;-0,92;3,858;0,00%;1,384;-1,79;-2,85;-0,64;-3,31;-3,69;-135,59%;-101,97%;0,31;-64,70%;24,19%;0,00;-63.552.000,00;-0,15;-31,66%
TLCP4;34,11;-3,57;1,25;0,586;0,00%;0,379;-1,96;-18,91;-0,95;-36,16;-36,16;-3,10%;-16,40%;0,61;-2,52%;-35,04%;0,00;262.979.000,00;1,21;9,09%
RCSL4;0,98;-3,53;-13,12;0,832;0,00%;0,542;22,90;-9,01;-0,81;-8,99;-14,71;-9,24%;-23,56%;1,07;-6,26%;371,94%;522.039,00;-2.377.000,00;0,00;18,51%
BECE3;9,10;-3,42;8,72;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-255,20%;0,00;96.496.000,00;0,00;12,81%
AERI3;5,99;-3,39;0,34;0,179;0,00%;0,102;0,45;2,14;-1,92;5,39;3,61;8,35%;-5,26%;1,54;6,81%;-10,02%;3.783.760,00;1.094.390.000,00;1,41;-6,96%
MBLY3;2,58;-3,36;0,63;0,501;0,00%;0,381;1,29;-2,91;2,96;-2,15;-6,88;-17,22%;-14,90%;2,29;-17,06%;-18,81%;2.220.070,00;434.607.000,00;0,07;-8,30%
CEED4;25,00;-3,31;-0,48;0,354;0,00%;0,220;68,00;3,78;-0,20;11,97;9,11;9,36%;-10,71%;1,01;7,56%;14,58%;0,00;-3.539.610.000,00;-1,37;9,97%
BECE4;8,75;-3,29;8,38;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-255,20%;0,00;96.496.000,00;0,00;12,81%
CBAV3;5,27;-3,20;0,87;0,456;0,00%;0,249;1,17;-30,83;-0,73;-61,45;14,63;-1,48%;-12,67%;2,48;-1,01%;-27,18%;17.163.200,00;3.945.400.000,00;1,36;-10,24%
ALPA4;7,17;-3,13;1,26;1,271;0,00%;0,747;2,24;27,69;6,78;28,49;12,23;4,59%;-40,65%;2,82;3,66%;-40,18%;28.521.300,00;3.897.330.000,00;0,36;3,98%
ALPA3;6,95;-3,03;1,22;1,232;0,00%;0,724;2,17;26,84;6,57;27,64;11,86;4,59%;-40,65%;2,82;3,66%;-40,18%;58.690,70;3.897.330.000,00;0,36;3,98%
KRSA3;0,47;-3,03;0,39;0,159;0,00%;0,076;0,68;1,22;-0,16;9,88;6,35;13,04%;-4,92%;1,62;7,29%;-12,86%;297.128,00;932.963.000,00;3,02;14,84%
PNOR6;1,87;-2,90;0,55;0,354;0,00%;0,205;0,70;8,52;-2,32;4,57;4,57;4,15%;-11,74%;2,50;3,61%;-18,84%;0,00;158.071.000,00;0,42;1,34%
PNOR5;1,87;-2,90;0,55;0,354;0,00%;0,205;0,70;8,52;-2,32;4,57;4,57;4,15%;-11,74%;2,50;3,61%;-18,84%;0,00;158.071.000,00;0,42;1,34%
STRP4;0,21;-2,85;-0,43;0,416;0,00%;0,111;-0,18;-0,45;-0,09;-1,15;-1,15;-91,82%;-14,58%;0,13;-25,49%;14,95%;0,00;-12.498.000,00;-0,66;-36,39%
TELB4;9,40;-2,83;0,63;2,046;0,00%;0,204;0,60;-2,38;-0,81;1,06;4,64;-86,10%;-72,18%;4,88;-13,38%;-22,24%;59.546,80;1.288.020.000,00;0,06;13,99%
SOMA3;5,94;-2,81;0,80;0,867;0,00%;0,486;2,01;7,45;19,87;9,24;6,13;11,63%;-30,81%;2,36;7,81%;-28,52%;4.547.470,00;5.809.620.000,00;0,33;58,94%
AVLL3;3,26;-2,76;-8,45;1,164;0,00%;0,448;-3,72;5,60;-0,68;8,14;8,03;20,79%;-40,69%;0,76;10,67%;306,37%;40.973,60;-75.358.000,00;-7,75;20,34%
LIXC3;1,75;-2,62;1,52;395,995;0,00%;0,069;0,28;-4,21;3,84;-6,37;-6,68;-9.413,21%;-14.386,80%;1,34;-1,90%;-57,85%;0,00;13.842.000,00;0,79;-75,90%
BICB4;8,25;-2,43;2,21;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,00%;0,00;944.626.000,00;0,00;-31,19%
BICB3;8,00;-2,35;2,14;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,00%;0,00;944.626.000,00;0,00;-31,19%
ESTR3;7,60;-2,29;-0,11;0,398;0,00%;0,209;-0,10;-9,61;-0,08;-22,53;-32,09;-4,15%;-17,37%;0,16;-2,38%;4,73%;0,00;-566.515.000,00;-0,15;9,33%
ARLA4;3,38;-2,21;-0,62;2,137;0,00%;0,442;-0,31;-6,74;-0,29;-17,87;-17,87;-31,72%;-96,55%;0,10;-13,71%;28,00%;0,00;-24.319.000,00;-1,02;-47,46%
LIXC4;1,45;-2,17;1,26;328,110;0,00%;0,057;0,23;-3,49;3,18;-5,65;-5,92;-9.413,21%;-14.386,80%;1,34;-1,90%;-57,85%;0,00;13.842.000,00;0,79;-75,90%
MMXM3;14,00;-2,17;-0,11;0,000;0,00%;0,710;-0,10;4,70;-0,09;18,64;18,64;0,00%;0,00%;0,01;25,93%;4,97%;0,00;-842.661.000,00;-0,32;-28,51%
OGXP3;1,63;-2,15;-0,98;0,000;0,00%;0,925;0,00;-16,46;0,00;-16,46;-16,46;0,00%;0,00%;0,00;0,00%;45,53%;0,00;-53.901.000,00;0,00;0,00%
VTLM3;0,79;-2,07;-0,65;390,404;0,00%;53,237;-0,72;-2,88;-0,64;-2,88;-2,94;-13.548,50%;-18.860,60%;0,00;521,70%;31,47%;0,00;-19.776.000,00;0,00;43,48%
DASA3;2,71;-2,04;0,29;0,138;0,00%;0,073;0,57;2,10;-0,17;10,73;4,52;6,56%;-6,64%;1,63;4,07%;-13,96%;3.311.930,00;7.150.830.000,00;1,59;29,35%
FIEI3;9,20;-2,02;0,29;7,623;0,00%;0,214;4,48;-4,52;-2,18;-6,43;-6,83;-168,73%;-384,50%;1,41;-4,91%;-14,38%;17.002,30;76.852.000,00;0,12;-11,85%
ARCZ3;3,66;-1,88;1,95;1,096;0,00%;0,369;1,53;9,50;-0,84;28,18;28,18;11,54%;-58,02%;2,86;4,03%;-103,98%;0,00;1.934.210.000,00;3,92;0,75%
ARCZ6;3,63;-1,86;1,94;1,087;0,00%;0,366;1,52;9,42;-0,84;28,10;28,10;11,54%;-58,02%;2,86;4,03%;-103,98%;0,00;1.934.210.000,00;3,92;0,75%
MLAS3;1,49;-1,86;0,40;0,366;0,00%;0,236;0,49;-2,04;0,72;-1,51;-1,71;-17,97%;-19,71%;2,94;-17,42%;-21,28%;7.282.200,00;3.093.450.000,00;0,23;-12,42%
CEED3;13,99;-1,85;-0,27;0,198;0,00%;0,123;38,05;2,12;-0,11;10,31;7,84;9,36%;-10,71%;1,01;7,56%;14,58%;287,82;-3.539.610.000,00;-1,37;9,97%
BISA3;1,58;-1,77;1,18;1,692;0,00%;0,321;0,86;-4,02;-7,64;-6,21;-9,28;-42,05%;-96,36%;2,22;-8,50%;-66,94%;0,00;1.788.370.000,00;0,77;-24,23%
BRKM5;20,07;-1,76;188,24;0,227;0,00%;0,165;1,78;-25,40;-0,27;-71,58;9,89;-0,90%;-13,65%;1,31;-1,00%;-10.673,90%;59.695.300,00;85.000.000,00;546,19;6,86%
BRKM3;20,06;-1,76;188,14;0,227;0,00%;0,165;1,78;-25,38;-0,27;-71,57;9,89;-0,90%;-13,65%;1,31;-1,00%;-10.673,90%;367.964,00;85.000.000,00;546,19;6,86%
WEST3;0,83;-1,70;0,40;0,484;0,00%;0,288;0,75;-1,15;0,93;0,29;0,40;-42,23%;-28,45%;2,93;-50,15%;-23,26%;40.974,00;232.638.000,00;0,06;-11,12%
BCAL6;0,28;-1,70;-0,07;1,946;0,00%;13,030;-0,09;38,77;-0,07;452,65;452,65;5,02%;-114,49%;0,01;38,97%;4,10%;0,00;-290.863.000,00;-0,74;37,74%
DOTZ3;5,45;-1,70;-0,29;0,486;0,00%;0,334;-0,37;-296,71;-0,19;-458,45;3,86;-0,16%;-28,62%;0,29;-0,17%;17,30%;338.452,00;-246.174.000,00;-0,32;9,17%
DJON4;0,18;-1,70;0,22;-0,956;0,00%;0,166;-1,29;-1,42;-0,85;-1,98;-1,98;67,37%;56,33%;0,24;-12,02%;-12,84%;0,00;2.702.000,00;0,09;45,19%
SPRI6;11,00;-1,68;1,24;0,000;0,00%;1,196;2,33;-3,21;2,47;-2,86;-2,88;0,00%;0,00%;66,47;-42,86%;-73,82%;0,00;22.420.000,00;0,00;-7,33%
BLUT4;1,52;-1,66;0,14;0,000;0,00%;0,041;-0,22;-12,69;-0,06;-23,74;-23,74;0,00%;0,00%;0,00;-0,33%;-8,24%;10.453,20;56.569.000,00;0,12;0,00%
ARLA3;2,47;-1,62;-0,45;1,562;0,00%;0,323;-0,22;-4,92;-0,21;-16,06;-16,06;-31,72%;-96,55%;0,10;-13,71%;28,00%;0,00;-24.319.000,00;-1,02;-47,46%
SPRI3;10,51;-1,61;1,19;0,000;0,00%;1,143;2,23;-3,07;2,36;-2,72;-2,74;0,00%;0,00%;66,47;-42,86%;-73,82%;0,00;22.420.000,00;0,00;-7,33%
SDIA3;6,42;-1,59;9,41;0,397;0,00%;0,418;-3,29;9,53;-0,83;23,15;23,15;4,16%;-25,09%;0,78;5,89%;-590,66%;0,00;459.230.000,00;17,27;13,42%
SDIA4;6,42;-1,59;9,41;0,397;0,00%;0,418;-3,29;9,53;-0,83;23,15;23,15;4,16%;-25,09%;0,78;5,89%;-590,66%;0,00;459.230.000,00;17,27;13,42%
DUQE3;28,00;-1,58;-11,29;12,103;0,00%;0,428;-0,74;-1,65;-0,57;-2,70;-2,98;-732,92%;-767,60%;0,33;-28,21%;715,74%;0,00;-6.987.000,00;-7,19;-42,70%
AMER3;5,32;-1,53;-0,04;0,072;0,00%;0,041;-0,03;-0,67;-0,02;-16,02;-79,02;-10,73%;-4,70%;0,22;-8,24%;2,29%;47.609.300,00;-30.359.000.000,00;-0,97;16,95%
CTSA3;2,64;-1,49;0,32;0,682;0,00%;0,116;1,42;-1,25;-0,35;-4,26;-5,24;-54,35%;-45,69%;1,37;-10,65%;-21,36%;29.989,10;230.512.000,00;0,91;-24,78%
AZEV3;1,26;-1,49;0,89;1,130;0,00%;0,362;-1,36;-2,15;-0,98;-2,44;-3,71;-52,54%;-75,85%;0,46;-19,46%;-59,91%;892.722,00;278.841.000,00;0,13;308,73%
AZEV4;1,26;-1,49;0,89;1,130;0,00%;0,362;-1,36;-2,15;-0,98;-2,44;-3,71;-52,54%;-75,85%;0,46;-19,46%;-59,91%;5.760.760,00;278.841.000,00;0,13;308,73%
GLOB4;30,49;-1,41;0,89;0,108;0,00%;0,093;-0,72;4,28;-0,19;14,54;5,50;2,53%;-7,68%;0,76;3,05%;-63,54%;0,00;3.242.000.000,00;2,72;0,85%
SPRI5;8,52;-1,30;0,96;0,000;0,00%;0,927;1,81;-2,49;1,91;-2,14;-2,15;0,00%;0,00%;66,47;-42,86%;-73,82%;0,00;22.420.000,00;0,00;-7,33%
IDVL4;2,67;-1,26;1,16;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,76%;0,00;237.683.000,00;0,00;0,00%
PMET6;0,20;-1,21;-0,05;1,390;0,00%;9,307;-0,07;27,69;-0,05;441,57;441,57;5,02%;-114,49%;0,01;38,97%;4,10%;0,00;-290.863.000,00;-0,74;37,74%
TCSA3;1,86;-1,17;0,28;0,297;0,00%;0,090;0,37;-1,10;-0,48;-5,43;-5,81;-26,97%;-25,73%;1,94;-9,65%;-24,22%;180.134,00;482.547.000,00;1,57;17,77%
ESTR4;3,85;-1,16;-0,05;0,202;0,00%;0,106;-0,05;-4,87;-0,04;-17,79;-25,34;-4,15%;-17,37%;0,16;-2,38%;4,73%;25.911,70;-566.515.000,00;-0,15;9,33%
BRKM6;13,13;-1,15;123,15;0,149;0,00%;0,108;1,17;-16,62;-0,17;-62,80;8,68;-0,90%;-13,65%;1,31;-1,00%;-10.673,90%;1.453,75;85.000.000,00;546,19;6,86%
MWET3;9,41;-1,13;-14,83;0,073;0,00%;0,058;-0,57;-1,53;-0,10;-9,45;-14,51;-4,77%;-6,44%;0,80;-4,15%;1.306,59%;21,39;-1.306.000,00;-77,02;15,86%
LGLO4;100,00;-1,05;0,65;0,225;0,00%;0,192;-0,32;-1,24;-0,32;-2,13;-2,13;-18,10%;-21,47%;0,14;-18,37%;-62,51%;0,00;5.191.000,00;0,49;-11,42%
MWET4;8,57;-1,03;-13,50;0,066;0,00%;0,053;-0,52;-1,39;-0,09;-9,32;-14,30;-4,77%;-6,44%;0,80;-4,15%;1.306,59%;2.338,57;-1.306.000,00;-77,02;15,86%
IDVL3;2,16;-1,02;0,93;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,76%;0,00;237.683.000,00;0,00;0,00%
AMAR3;1,09;-1,00;-2,26;0,503;0,00%;0,271;-0,72;-44,36;-0,33;-143,55;10,92;-1,13%;-50,23%;0,44;-0,72%;225,24%;466.726,00;-248.057.000,00;-5,17;-13,68%
SNSY5;5,68;-0,85;-0,02;0,049;0,00%;0,084;-2,57;1,16;-0,02;5,36;3,77;4,18%;-5,62%;0,95;8,27%;2,69%;40.389,10;-1.915.230.000,00;-0,09;18,68%
TRAD3;4,95;-0,85;0,80;3,940;0,00%;0,719;2,63;-3,48;2,86;-2,45;-3,75;-113,30%;-465,47%;4,48;-26,61%;-94,30%;970.271,00;247.969.000,00;0,01;-30,18%
DHBI3;19,00;-0,83;-0,17;0,869;0,00%;0,343;-0,16;-3,68;-0,13;-24,58;-59,55;-23,58%;-154,81%;0,12;-10,50%;21,03%;0,00;-456.340.000,00;-0,99;-23,62%
LETO5;2,06;-0,83;-0,14;0,000;0,00%;0,248;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;17,05%;0,00;-58.642.000,00;0,00;-17,38%
IENG3;0,15;-0,81;0,99;1,717;0,00%;0,110;-1,17;3,88;-0,30;25,11;25,11;44,29%;-224,61%;0,85;2,84%;-122,41%;0,00;52.234.000,00;5,45;8,13%
VIVR3;1,93;-0,75;0,59;0,467;0,00%;0,184;0,88;51,02;-0,85;78,27;52,98;0,92%;-62,16%;1,79;0,38%;-78,27%;178.438,00;91.686.000,00;0,43;24,18%
CTSA4;1,22;-0,69;0,15;0,315;0,00%;0,054;0,66;-0,58;-0,16;-3,59;-4,41;-54,35%;-45,69%;1,37;-10,65%;-21,36%;122.954,00;230.512.000,00;0,91;-24,78%
LATM11;28,65;-0,68;0,02;0,006;0,00%;0,003;-0,02;0,05;0,00;7,74;7,74;11,46%;-0,39%;0,49;6,55%;-2,37%;0,00;11.357.000.000,00;2,92;16,69%
CELM3;15,00;-0,67;-0,16;0,257;0,00%;0,132;-0,21;-1,02;-0,10;-4,26;-4,26;-25,14%;-38,36%;0,44;-15,60%;23,41%;0,00;-11.104.000,00;-0,66;5,80%
IENG5;0,12;-0,65;0,79;1,374;0,00%;0,088;-0,93;3,10;-0,24;24,33;24,33;44,29%;-224,61%;0,85;2,84%;-122,41%;0,00;52.234.000,00;5,45;8,13%
BRPR3;131,17;-0,57;0,05;0,695;1.202,89%;0,038;1,73;12,11;-0,49;-3,70;-2,55;5,74%;-123,98%;1,12;0,35%;-9,34%;0,00;1.136.910.000,00;0,07;-25,05%
CTSA8;1,00;-0,57;0,12;0,258;0,00%;0,044;0,54;-0,48;-0,13;-3,48;-4,28;-54,35%;-45,69%;1,37;-10,65%;-21,36%;0,00;230.512.000,00;0,91;-24,78%
RDNI3;3,22;-0,56;0,42;0,353;0,00%;0,082;0,54;-1,28;-0,21;-5,97;-6,31;-27,58%;-64,03%;1,59;-6,83%;-75,90%;29.951,00;333.829.000,00;1,73;9,72%
PLAS3;6,05;-0,56;-0,16;0,073;0,00%;0,110;-0,26;9,09;-0,08;39,41;5,03;0,80%;-13,13%;0,45;1,45%;29,28%;6.758,34;-461.820.000,00;-0,60;30,18%
PCAR3;2,84;-0,54;0,32;0,073;0,00%;0,069;7,52;1,05;-0,14;2,38;1,28;6,95%;-13,51%;1,03;8,86%;-59,80%;34.604.500,00;4.331.000.000,00;0,98;-35,22%
FRTA3;1,31;-0,49;-0,04;0,357;0,00%;0,088;-0,03;-0,68;-0,03;-17,74;-18,74;-52,65%;-72,29%;0,03;-18,02%;7,17%;0,00;-75.884.000,00;-0,89;-6,51%
REEM4;4,63;-0,48;-0,08;0,197;0,00%;0,137;-0,14;-4,33;-0,07;-3,84;-6,01;-4,54%;-40,65%;0,45;4,61%;15,78%;0,00;-372.708.000,00;0,00;-13,59%
CCXC3;1,16;-0,48;-0,04;0,000;0,00%;0,185;0,00;-0,65;0,00;-0,52;-0,52;0,00%;0,00%;0,00;0,00%;7,85%;0,00;-52.699.000,00;0,00;0,00%
CTNM3;7,13;-0,46;0,91;0,182;0,00%;0,066;-0,22;-0,54;-0,12;-3,27;-4,43;-33,48%;-70,52%;0,49;-14,43%;-197,20%;49,30;240.294.000,00;5,43;-4,20%
JFEN3;0,27;-0,41;0,45;0,584;0,00%;0,069;0,17;-0,94;-0,54;-3,80;-3,88;-61,84%;-147,50%;1,99;-7,88%;-111,04%;1.571.010,00;147.572.000,00;1,58;-8,13%
DOCA3;11,00;-0,40;-0,03;-3,064;0,00%;0,030;-0,32;-0,26;-0,02;-6,86;-6,76;1.165,92%;636,17%;0,61;-12,48%;8,24%;0,00;-390.317.000,00;-0,82;-38,80%
FGUI4;0,38;-0,39;-0,07;0,507;0,00%;0,798;-0,07;-1,83;-0,06;-14,24;-14,24;-27,72%;-129,00%;0,04;-60,74%;17,32%;0,00;-222.024.000,00;-0,46;2,13%
FHER3;3,87;-0,36;-0,43;0,044;0,00%;0,074;-1,11;-0,99;-0,15;-0,83;-1,11;-4,41%;-12,15%;0,91;-22,17%;121,19%;44.344,90;-479.633.000,00;-0,05;34,38%
WISA4;0,25;-0,35;-0,01;0,219;0,00%;0,029;-0,06;-0,31;-0,01;-19,27;-19,27;-71,41%;-62,75%;0,18;-9,78%;2,39%;0,00;-205.386.000,00;-0,52;-48,66%
NEXP3;4,07;-0,33;-0,07;0,256;0,00%;0,094;-0,13;-0,20;-0,05;-1,20;-1,51;-128,68%;-74,76%;0,37;-52,99%;20,00%;4.757,50;-161.324.000,00;-0,40;-17,86%
LETO3;0,80;-0,32;-0,05;0,000;0,00%;0,096;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;17,05%;0,00;-58.642.000,00;0,00;-17,38%
AGXY3;0,60;-0,30;0,22;0,021;0,00%;0,023;-0,35;-2,39;-0,10;-18,78;12,99;-0,86%;-6,97%;0,91;-1,92%;-72,76%;501.744,00;705.136.000,00;2,05;19,51%
WISA3;0,20;-0,28;-0,01;0,175;0,00%;0,023;-0,05;-0,25;-0,01;-19,21;-19,21;-71,41%;-62,75%;0,18;-9,78%;2,39%;0,00;-205.386.000,00;-0,52;-48,66%
AZUL4;5,10;-0,27;-0,07;0,095;0,00%;0,078;-0,14;0,66;-0,04;11,50;6,02;14,35%;-34,75%;0,28;14,75%;24,80%;191.422.000,00;-26.166.600.000,00;-1,17;27,34%
BHIA3;5,32;-0,25;0,16;0,019;0,00%;0,016;-0,13;0,75;-0,03;11,01;4,16;2,53%;-7,68%;0,76;3,05%;-63,54%;28.520.000,00;3.242.000.000,00;2,72;0,85%
PMAM4;5,84;-0,23;-0,07;0,784;0,00%;0,212;-0,08;-0,87;-0,06;-11,35;-14,57;-90,38%;-343,26%;0,08;-35,01%;31,04%;0,00;-5.128.580.000,00;-0,86;-44,03%
VVAR11;14,58;-0,22;0,14;0,017;0,00%;0,015;-0,11;0,68;-0,03;10,95;4,14;2,53%;-7,68%;0,76;3,05%;-63,54%;0,00;3.242.000.000,00;2,72;0,85%
VVAR4;4,84;-0,22;0,14;0,017;0,00%;0,015;-0,11;0,68;-0,03;10,94;4,14;2,53%;-7,68%;0,76;3,05%;-63,54%;0,00;3.242.000.000,00;2,72;0,85%
MNDL4;0,38;-0,21;0,02;0,004;0,00%;0,003;-0,03;0,04;-0,01;4,60;3,96;10,89%;-2,06%;0,79;7,54%;-11,72%;0,00;156.512.000,00;2,87;16,98%
